meal_code,title,meal_kind,country,cuisine_family,cultural_specific,discovery_level,meal_contexts,diet_tags,components_json,seasoning_note,source_keys,evidence_level,auto_publish_policy,editorial_confidence,editorial_note,enabled,semantic_signature
TEE-MEAL-071,"Poulet aux épices douces, riz et poivrons · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet aux épices douces"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":170,""lookup_terms"":[""riz cuit""]},{""name"":""Poivrons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""poivron cuit""]}]","curcuma, cumin et tomate","[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein:poulet_aux_epices_douces|starch:riz|vegetable:poivrons
TEE-MEAL-072,"Poisson au cumin, riz et carottes · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson au cumin"",""role"":""protein"",""grams"":150,""lookup_terms"":[""cabillaud cuit"",""colin cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":170,""lookup_terms"":[""riz cuit""]},{""name"":""Carottes"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""carotte cuite""]}]",citron confit et persil,"[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein:poisson_au_cumin|starch:riz|vegetable:carottes
TEE-MEAL-073,"Œufs, riz et courgettes · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":170,""lookup_terms"":[""riz cuit""]},{""name"":""Courgettes"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""courgette cuite""]}]","cumin, citron et coriandre","[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein:ufs|starch:riz|vegetable:courgettes
TEE-MEAL-074,"Pois chiches, riz et aubergines · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Pois chiches"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""pois chiche cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":170,""lookup_terms"":[""riz cuit""]},{""name"":""Aubergines"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""aubergine cuite""]}]",ras-el-hanout doux,"[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein_plant:pois_chiches|starch:riz|vegetable:aubergines
TEE-MEAL-075,"Lentilles, riz et poivrons · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Lentilles"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""lentille cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":170,""lookup_terms"":[""riz cuit""]},{""name"":""Poivrons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""poivron cuit""]}]","curcuma, cumin et tomate","[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein_plant:lentilles|starch:riz|vegetable:poivrons
TEE-MEAL-076,"Poulet aux épices douces, pommes de terre et courgettes · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet aux épices douces"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Courgettes"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""courgette cuite""]}]",citron confit et persil,"[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein:poulet_aux_epices_douces|starch:pommes_de_terre|vegetable:courgettes
TEE-MEAL-077,"Poisson au cumin, pommes de terre et aubergines · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson au cumin"",""role"":""protein"",""grams"":150,""lookup_terms"":[""cabillaud cuit"",""colin cuit""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Aubergines"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""aubergine cuite""]}]","cumin, citron et coriandre","[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein:poisson_au_cumin|starch:pommes_de_terre|vegetable:aubergines
TEE-MEAL-078,"Œufs, pommes de terre et poivrons · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Poivrons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""poivron cuit""]}]",ras-el-hanout doux,"[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein:ufs|starch:pommes_de_terre|vegetable:poivrons
TEE-MEAL-079,"Pois chiches, pommes de terre et carottes · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Pois chiches"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""pois chiche cuit""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Carottes"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""carotte cuite""]}]","curcuma, cumin et tomate","[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein_plant:pois_chiches|starch:pommes_de_terre|vegetable:carottes
TEE-MEAL-080,"Lentilles, pommes de terre et courgettes · inspiration maghrébine",composed_plate,,maghreb_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Lentilles"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""lentille cuite""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Courgettes"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""courgette cuite""]}]",citron confit et persil,"[""UNESCO_COUSCOUS"",""OLDWAYS_WORLD"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,maghreb_inspired|protein_plant:lentilles|starch:pommes_de_terre|vegetable:courgettes
TEE-MEAL-081,"Poulet mijoté, riz et gombo · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet mijoté"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Gombo"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""gombo cuit""]}]","tomate, oignon et gingembre","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:poulet_mijote|starch:riz|vegetable:gombo
TEE-MEAL-082,"Poisson grillé, riz et épinards · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson grillé"",""role"":""protein"",""grams"":150,""lookup_terms"":[""poisson cuit"",""cabillaud cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]","gingembre, ail et piment doux","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:poisson_grille|starch:riz|vegetable:epinards
TEE-MEAL-083,"Œufs, riz et tomates · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Tomates"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""tomate cuite""]}]",tomate et herbes,"[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:ufs|starch:riz|vegetable:tomates
TEE-MEAL-084,"Haricots cornille, riz et chou · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Haricots cornille"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""haricot cornille cuit"",""niébé cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","citron, oignon et persil","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein_plant:haricots_cornille|starch:riz|vegetable:chou
TEE-MEAL-085,"Lentilles, riz et gombo · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Lentilles"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""lentille cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Gombo"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""gombo cuit""]}]","tomate, oignon et gingembre","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein_plant:lentilles|starch:riz|vegetable:gombo
TEE-MEAL-086,"Poulet mijoté, plantain rôti et tomates · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet mijoté"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Plantain rôti"",""role"":""starch"",""grams"":180,""lookup_terms"":[""banane plantain cuite""]},{""name"":""Tomates"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""tomate cuite""]}]","gingembre, ail et piment doux","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:poulet_mijote|starch:plantain_roti|vegetable:tomates
TEE-MEAL-087,"Poisson grillé, plantain rôti et chou · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson grillé"",""role"":""protein"",""grams"":150,""lookup_terms"":[""poisson cuit"",""cabillaud cuit""]},{""name"":""Plantain rôti"",""role"":""starch"",""grams"":180,""lookup_terms"":[""banane plantain cuite""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]",tomate et herbes,"[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:poisson_grille|starch:plantain_roti|vegetable:chou
TEE-MEAL-088,"Œufs, plantain rôti et gombo · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Plantain rôti"",""role"":""starch"",""grams"":180,""lookup_terms"":[""banane plantain cuite""]},{""name"":""Gombo"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""gombo cuit""]}]","citron, oignon et persil","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:ufs|starch:plantain_roti|vegetable:gombo
TEE-MEAL-089,"Haricots cornille, plantain rôti et épinards · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Haricots cornille"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""haricot cornille cuit"",""niébé cuit""]},{""name"":""Plantain rôti"",""role"":""starch"",""grams"":180,""lookup_terms"":[""banane plantain cuite""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]","tomate, oignon et gingembre","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein_plant:haricots_cornille|starch:plantain_roti|vegetable:epinards
TEE-MEAL-090,"Lentilles, plantain rôti et tomates · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Lentilles"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""lentille cuite""]},{""name"":""Plantain rôti"",""role"":""starch"",""grams"":180,""lookup_terms"":[""banane plantain cuite""]},{""name"":""Tomates"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""tomate cuite""]}]","gingembre, ail et piment doux","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein_plant:lentilles|starch:plantain_roti|vegetable:tomates
TEE-MEAL-091,"Poulet mijoté, manioc et gombo · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet mijoté"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Manioc"",""role"":""starch"",""grams"":180,""lookup_terms"":[""manioc cuit""]},{""name"":""Gombo"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""gombo cuit""]}]",tomate et herbes,"[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:poulet_mijote|starch:manioc|vegetable:gombo
TEE-MEAL-092,"Poisson grillé, manioc et épinards · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson grillé"",""role"":""protein"",""grams"":150,""lookup_terms"":[""poisson cuit"",""cabillaud cuit""]},{""name"":""Manioc"",""role"":""starch"",""grams"":180,""lookup_terms"":[""manioc cuit""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]","citron, oignon et persil","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:poisson_grille|starch:manioc|vegetable:epinards
TEE-MEAL-093,"Œufs, manioc et tomates · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Manioc"",""role"":""starch"",""grams"":180,""lookup_terms"":[""manioc cuit""]},{""name"":""Tomates"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""tomate cuite""]}]","tomate, oignon et gingembre","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:ufs|starch:manioc|vegetable:tomates
TEE-MEAL-094,"Haricots cornille, manioc et chou · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Haricots cornille"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""haricot cornille cuit"",""niébé cuit""]},{""name"":""Manioc"",""role"":""starch"",""grams"":180,""lookup_terms"":[""manioc cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","gingembre, ail et piment doux","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein_plant:haricots_cornille|starch:manioc|vegetable:chou
TEE-MEAL-095,"Lentilles, manioc et gombo · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Lentilles"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""lentille cuite""]},{""name"":""Manioc"",""role"":""starch"",""grams"":180,""lookup_terms"":[""manioc cuit""]},{""name"":""Gombo"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""gombo cuit""]}]",tomate et herbes,"[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein_plant:lentilles|starch:manioc|vegetable:gombo
TEE-MEAL-096,"Poulet mijoté, millet et tomates · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet mijoté"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Millet"",""role"":""starch"",""grams"":180,""lookup_terms"":[""millet cuit""]},{""name"":""Tomates"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""tomate cuite""]}]","citron, oignon et persil","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:poulet_mijote|starch:millet|vegetable:tomates
TEE-MEAL-097,"Poisson grillé, millet et chou · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson grillé"",""role"":""protein"",""grams"":150,""lookup_terms"":[""poisson cuit"",""cabillaud cuit""]},{""name"":""Millet"",""role"":""starch"",""grams"":180,""lookup_terms"":[""millet cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","tomate, oignon et gingembre","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:poisson_grille|starch:millet|vegetable:chou
TEE-MEAL-098,"Œufs, millet et gombo · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Millet"",""role"":""starch"",""grams"":180,""lookup_terms"":[""millet cuit""]},{""name"":""Gombo"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""gombo cuit""]}]","gingembre, ail et piment doux","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein:ufs|starch:millet|vegetable:gombo
TEE-MEAL-099,"Haricots cornille, millet et épinards · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Haricots cornille"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""haricot cornille cuit"",""niébé cuit""]},{""name"":""Millet"",""role"":""starch"",""grams"":180,""lookup_terms"":[""millet cuit""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]",tomate et herbes,"[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein_plant:haricots_cornille|starch:millet|vegetable:epinards
TEE-MEAL-100,"Lentilles, millet et tomates · inspiration ouest-africaine",composed_plate,,west_african_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Lentilles"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""lentille cuite""]},{""name"":""Millet"",""role"":""starch"",""grams"":180,""lookup_terms"":[""millet cuit""]},{""name"":""Tomates"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""tomate cuite""]}]","citron, oignon et persil","[""OLDWAYS_AFRICA"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,west_african_inspired|protein_plant:lentilles|starch:millet|vegetable:tomates
TEE-MEAL-101,"Poulet au thym, riz et chou · inspiration caribéenne",composed_plate,,caribbean_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet au thym"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","citron vert, thym et ail","[""OLDWAYS_AFRICA"",""OLDWAYS_LATIN"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,caribbean_inspired|protein:poulet_au_thym|starch:riz|vegetable:chou
TEE-MEAL-102,"Cabillaud citron vert, riz et gombo · inspiration caribéenne",composed_plate,,caribbean_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Cabillaud citron vert"",""role"":""protein"",""grams"":150,""lookup_terms"":[""cabillaud cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Gombo"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""gombo cuit""]}]",gingembre et piment doux,"[""OLDWAYS_AFRICA"",""OLDWAYS_LATIN"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,caribbean_inspired|protein:cabillaud_citron_vert|starch:riz|vegetable:gombo
TEE-MEAL-103,"Crevettes, riz et tomates · inspiration caribéenne",composed_plate,,caribbean_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Crevettes"",""role"":""protein"",""grams"":140,""lookup_terms"":[""crevette cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Tomates"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""tomate cuite""]}]","tomate, citron vert et coriandre","[""OLDWAYS_AFRICA"",""OLDWAYS_LATIN"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,caribbean_inspired|protein:crevettes|starch:riz|vegetable:tomates
TEE-MEAL-104,"Haricots rouges, riz et poivrons · inspiration caribéenne",composed_plate,,caribbean_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Haricots rouges"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""haricot rouge cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Poivrons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""poivron cuit""]}]","thym, oignon et poivre","[""OLDWAYS_AFRICA"",""OLDWAYS_LATIN"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,caribbean_inspired|protein_plant:haricots_rouges|starch:riz|vegetable:poivrons
TEE-MEAL-105,"Œufs, riz et chou · inspiration caribéenne",composed_plate,,caribbean_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","citron vert, thym et ail","[""OLDWAYS_AFRICA"",""OLDWAYS_LATIN"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,caribbean_inspired|protein:ufs|starch:riz|vegetable:chou
